#校對至U+2E34B

2CEB0	𬺰	jn
2E6EC	𮛬	rmjmr
2E6ED	𮛭	rmilo
2E6EE	𮛮	rmkri
2E6EF	𮛯	rmjir
2E6F0	𮛰	rmknn
2E6F1	𮛱	rmjds
2E6F2	𮛲	rmahm
2E6F3	𮛳	rmwki
2E6F4	𮛴	rmabt
2E6F4	𮛴	rmwot
2E6F5	𮛵	rmwlb
2E6F6	𮛶	rmybc
2E6F7	𮛷	rmbon
2E6F8	𮛸	rmhju
2E6F9	𮛹	rmkhi
2E6FA	𮛺	rmhjg
2E6FB	𮛻	rmpib
2E6FC	𮛼	rmhoa
2E6FC	𮛼	rmhya
2E6FD	𮛽	rmyrn
2E6FD	𮛽	rmyru
2E6FE	𮛾	rmyta
2E6FF	𮛿	sgryo
2E700	𮜀	rmhoo
2E701	𮜁	rmmrb
2E702	𮜂	rmttb
2E703	𮜃	rmsqf
2E704	𮜄	rmckn
2E705	𮜅	rmobc
2E706	𮜆	rmkok
2E707	𮜇	rmijj
2E708	𮜈	krrme
2E709	𮜉	rmooo
2E70A	𮜊	rmkwi
2E70B	𮜋	jeryo
2E70C	𮜌	rmtod
2E70D	𮜍	rmwlm
2E70E	𮜎	rmbdh
2E70F	𮜏	rmhnd
2E710	𮜐	rmyub
2E711	𮜑	rmilb
2E712	𮜒	rmiih
2E713	𮜓	rmnii
2E714	𮜔	rmwmi
2E715	𮜕	rmooo
2E716	𮜖	rmtgr
2E716	𮜖	rmttr
2E717	𮜗	rmkrc
2E718	𮜘	rmvfr
2E719	𮜙	rmtcd
2E71A	𮜚	rmoci
2E71B	𮜛	rmfcc
2E71C	𮜜	rmgcc
2E71D	𮜝	rmtgt
2E71E	𮜞	rmjmc
2E71F	𮜟	iqvo
2E720	𮜠	rmsca
2E721	𮜡	rmgkf
2E721	𮜡	rmqkf
2E722	𮜢	rmqai
2E723	𮜣	tfko
2E724	𮜤	rmtwm
2E725	𮜥	rmiyf
2E726	𮜦	rmifm
2E727	𮜧	rmurj
2E728	𮜨	rmtbf
2E729	𮜩	rmmbg
2E72A	𮜪	rmydu
2E72B	𮜫	ycryo
2E72C	𮜬	rmvik
2E72D	𮜭	vfryo
2E72E	𮜮	hhpd
2E72F	𮜯	hhmsu
2E730	𮜰	hhkm
2E731	𮜱	hhmiu
2E732	𮜲	hhtc
2E733	𮜳	hhsmg
2E734	𮜴	hhfsm
2E735	𮜵	hhoq
2E736	𮜶	hhqki
2E737	𮜷	hhlws
2E738	𮜸	hhlwp
2E739	𮜹	hhoir
2E73A	𮜺	hhtms
2E73B	𮜻	hhtwv
2E73C	𮜼	hhomo
2E73D	𮜽	hhydu
2E73E	𮜾	hhtrg
2E73F	𮜿	jjkni
2E740	𮝀	jjsk
2E741	𮝁	bjwj
2E742	𮝂	jjoj
2E743	𮝃	fjwj
2E744	𮝄	jjyc
2E745	𮝅	jjnl
2E746	𮝆	jjmym
2E747	𮝇	jjre
2E748	𮝈	lkjwj
2E749	𮝉	hhjwj
2E74A	𮝊	jjine
2E74B	𮝋	krjwj
2E74C	𮝌	jjdhe
2E74D	𮝍	jjihs
2E74E	𮝎	jjkms
2E74F	𮝏	ypjwj
2E750	𮝐	jjhjr
2E751	𮝑	jjop
2E752	𮝒	jjmrt
2E753	𮝓	jjmlk
2E754	𮝔	jjkjt
2E755	𮝕	hkjwj
2E755	𮝕	ikjwj
2E755	𮝕	mkjwj
2E756	𮝖	jjta
2E757	𮝗	jjmno
2E758	𮝘	gbvj
2E759	𮝙	jjsmv
2E75A	𮝚	jjbtu
2E75B	𮝛	jjvrb
2E75C	𮝜	jjwhd
2E75D	𮝝	jjsug
2E75E	𮝞	jjrsm
2E75F	𮝟	jjvvw
2E760	𮝠	jjqkw
2E761	𮝡	jjsjp
2E762	𮝢	jjlib
2E763	𮝣	jjmrb
2E764	𮝤	jjypn
2E764	𮝤	jjypu
2E765	𮝥	jefb
2E766	𮝦	mujje
2E767	𮝧	jjang
2E768	𮝨	jjogd
2E769	𮝩	jjiod
2E76A	𮝪	gejwj
2E76B	𮝫	jjybb
2E76C	𮝬	jjmdm
2E76D	𮝭	jjmfb
2E76E	𮝮	jjtjc
2E76E	𮝮	jjtpc
2E76F	𮝯	jjwgg
2E770	𮝰	jjqoc
2E771	𮝱	jjymu
2E772	𮝲	vfyv
2E773	𮝳	kqyc
2E774	𮝴	kqhvo
2E775	𮝵	kqmbl
2E776	𮝶	kqomc
2E777	𮝷	kqjto
2E778	𮝸	kqhju
2E779	𮝹	kqwlv
2E77A	𮝺	kqtav
2E77B	𮝻	srytq
2E77C	𮝼	yrytj
2E77D	𮝽	yjawe
2E77E	𮝾	mmv
2E77F	𮝿	scmmv
2E780	𮞀	vhtwv
2E781	𮞁	ymmm
2E782	𮞂	yyn
2E783	𮞃	ymo
2E784	𮞄	ymr
2E785	𮞅	yhv
2E786	𮞆	ymhl
2E787	𮞇	yikp
2E788	𮞈	yrhu
2E789	𮞉	ybru
2E78A	𮞊	yoii
2E78A	𮞊	yoml
2E78B	𮞋	yog
2E78C	𮞌	yln
2E78D	𮞍	yths
2E78E	𮞎	yve
2E78F	𮞏	ymmb
2E790	𮞐	yrms
2E791	𮞑	yher
2E792	𮞒	yqme
2E793	𮞓	yhed
2E794	𮞔	yihg
2E795	𮞕	ynyv
2E796	𮞖	ydio
2E797	𮞗	ygit
2E798	𮞘	ymfb
2E799	𮞙	ymfg
2E79A	𮞚	yjtu
2E79B	𮞛	ymeb
2E79B	𮞛	ymlb
2E79C	𮞜	ykbr
2E79D	𮞝	ydhl
2E79E	𮞞	ytq
2E79F	𮞟	ytym
2E7A0	𮞠	ythv
2E7A1	𮞡	yame
2E7A2	𮞢	yfbr
2E7A3	𮞣	yoli
2E7A4	𮞤	yoip
2E7A5	𮞥	yphp
2E7A6	𮞦	yhed
2E7A7	𮞧	ycsb
2E7A8	𮞨	yilo
2E7A9	𮞩	yihv
2E7AA	𮞪	yabr
2E7AB	𮞫	ytnu
2E7AC	𮞬	yrrr
2E7AD	𮞭	yfmr
2E7AE	𮞮	yrrj
2E7AF	𮞯	ylwa
2E7B0	𮞰	yhae
2E7B1	𮞱	yhwj
2E7B2	𮞲	yiil
2E7B2	𮞲	yisl
2E7B3	𮞳	yilo
2E7B4	𮞴	yhxg
2E7B5	𮞵	yeyr
2E7B6	𮞶	ymwd
2E7B7	𮞷	ymrr
2E7B8	𮞸	yjwa
2E7B9	𮞹	yumw
2E7BA	𮞺	yhq
2E7BB	𮞻	yilr
2E7BC	𮞼	yjmo
2E7BD	𮞽	yhas
2E7BE	𮞾	yhas
2E7BF	𮞿	ytjs
2E7C0	𮟀	ymwi
2E7C0	𮟀	ymwl
2E7C1	𮟁	ykog
2E7C2	𮟂	ypmc
2E7C3	𮟃	ywlv
2E7C4	𮟄	yhrm
2E7C5	𮟅	ybhk
2E7C6	𮟆	yhmm
2E7C7	𮟇	yjcs
2E7C8	𮟈	ysog
2E7C9	𮟉	yqpd
2E7CA	𮟊	ygth
2E7CB	𮟋	ythv
2E7CC	𮟌	yaog
2E7CD	𮟍	yryb
2E7CE	𮟎	yora
2E7CF	𮟏	yjto
2E7D0	𮟐	yhhr
2E7D1	𮟑	ytvg
2E7D2	𮟒	ybut
2E7D3	𮟓	yrmu
2E7D4	𮟔	ytbo
2E7D5	𮟕	yaja
2E7D6	𮟖	yqmc
2E7D7	𮟗	yhus
2E7D8	𮟘	yddq
2E7D9	𮟙	yjig
2E7DA	𮟚	ymbs
2E7DB	𮟛	yrif
2E7DC	𮟜	yiyl
2E7DD	𮟝	yddj
2E7DE	𮟞	yofb
2E7DF	𮟟	yfdu
2E7E0	𮟠	ynlq
2E7E1	𮟡	yjti
2E7E2	𮟢	yqwj
2E7E3	𮟣	yhur
2E7E4	𮟤	yslr
2E7E5	𮟥	yanq
2E7E6	𮟦	yhwo
2E7E7	𮟧	ygvl
2E7E8	𮟨	ystj
2E7E9	𮟩	yrwg
2E7EA	𮟪	ipnl
2E7EB	𮟫	hhnl
2E7EC	𮟬	henl
2E7ED	𮟭	cinl
2E7EE	𮟮	ycnl
2E7EF	𮟯	bqnl
2E7F0	𮟰	bmnl
2E7F0	𮟰	btnl
2E7F1	𮟱	brnl
2E7F2	𮟲	crnl
2E7F3	𮟳	bqnl
2E7F4	𮟴	yinl
2E7F5	𮟵	fqnl
2E7F6	𮟶	krrau
2E7F7	𮟷	mmnl
2E7F8	𮟸	mbnl
2E7F9	𮟹	rrrau
2E7FA	𮟺	orrau
2E7FB	𮟻	amnl
2E7FC	𮟼	yrnl
2E7FD	𮟽	dwnl
2E7FE	𮟾	horau
2E7FF	𮟿	sunl
2E800	𮠀	uinl
2E801	𮠁	htnl
2E802	𮠂	ncnl
2E802	𮠂	scnl
2E803	𮠃	hdrau
2E804	𮠄	ywnl
2E805	𮠅	vurau
2E806	𮠆	tgnl
2E807	𮠇	spnl
2E808	𮠈	jbnl
2E809	𮠉	ncnl
2E80A	𮠊	brnl
2E80B	𮠋	hmnl
2E80C	𮠌	npnl
2E80D	𮠍	yvnl
2E80E	𮠎	susjl
2E80F	𮠏	ddkru
2E810	𮠐	pbnl
2E811	𮠑	mpnl
2E812	𮠒	ifnl
2E813	𮠓	uonl
2E814	𮠔	ignl
2E815	𮠕	mtbm
2E816	𮠖	omcw
2E817	𮠗	mwsm
2E818	𮠘	mwno
2E819	𮠙	yvmcw
2E81A	𮠚	otbm
2E81B	𮠛	mwd
2E81C	𮠜	mwhlo
2E81D	𮠝	mwhk
2E81E	𮠞	mwosu
2E81F	𮠟	mwau
2E820	𮠠	mwihu
2E821	𮠡	kcmcw
2E822	𮠢	mwdj
2E823	𮠣	mwnil
2E824	𮠤	mwpvo
2E825	𮠥	mwgr
2E826	𮠦	mwfk
2E827	𮠧	mwhon
2E828	𮠨	mwnin
2E829	𮠩	mwfd
2E82A	𮠪	mwsmm
2E82B	𮠫	mwjbd
2E82C	𮠬	mwmmr
2E82D	𮠭	hrmcw
2E82E	𮠮	mwmog
2E82F	𮠯	yemcw
2E830	𮠰	mwaa
2E831	𮠱	mwhdr
2E832	𮠲	mwfqs
2E833	𮠳	mwikh
2E834	𮠴	mwndt
2E835	𮠵	mwhjg
2E836	𮠶	mwbbr
2E837	𮠷	mwhda
2E838	𮠸	mwoae
2E839	𮠹	mwbme
2E83A	𮠺	mwybb
2E83B	𮠻	mwtgk
2E83C	𮠼	mwond
2E83D	𮠽	mwypn
2E83E	𮠾	mwywi
2E83F	𮠿	mwvmi
2E840	𮡀	mwyhr
2E841	𮡁	mwlkc
2E842	𮡂	twihr
2E843	𮡃	twikm
2E844	𮡄	mwssp
2E845	𮡅	mwtcd
2E846	𮡆	semcw
2E847	𮡇	mwpko
2E848	𮡈	mwtgt
2E849	𮡉	olyw
2E84A	𮡊	mwsmj
2E84B	𮡋	mwyed
2E84C	𮡌	mwyov
2E84D	𮡍	mwthf
2E84E	𮡎	hdv
2E84F	𮡏	hdje
2E850	𮡐	hrf
2E851	𮡑	gehfd
2E852	𮡒	wgmmi
2E853	𮡓	wgrjs
2E854	𮡔	wgrms
2E855	𮡕	hgnl
2E856	𮡖	okwg
2E857	𮡗	hnwg
2E858	𮡘	mhwg
2E859	𮡙	wgsmv
2E85A	𮡚	huwg
2E85B	𮡛	agqhp
2E85C	𮡜	wgmjk
2E85C	𮡜	wgnjk
2E85D	𮡝	rkrwg
2E85E	𮡞	gehjg
2E85F	𮡟	skmwg
2E860	𮡠	semwg
2E861	𮡡	hgstr
2E862	𮡢	ynwgn
2E863	𮡣	mbdug
2E864	𮡤	cysm
2E865	𮡥	clb
2E866	𮡦	csim
2E867	𮡧	cik
2E868	𮡨	cmdm
2E869	𮡩	cuj
2E86A	𮡪	cvnh
2E86B	𮡫	coi
2E86C	𮡬	cyy
2E86D	𮡭	cse
2E86E	𮡮	cjd
2E86F	𮡯	cnil
2E870	𮡰	comj
2E871	𮡱	cbt
2E872	𮡲	caj
2E873	𮡳	chpl
2E874	𮡴	coke
2E875	𮡵	ckna
2E876	𮡶	cosk
2E877	𮡷	ckss
2E878	𮡸	cleg
2E879	𮡹	cwik
2E87A	𮡺	cnai
2E87A	𮡺	cnshi
2E87B	𮡻	cnkq
2E87C	𮡼	cnfn
2E87D	𮡽	cook
2E87E	𮡾	cene
2E87F	𮡿	cino
2E880	𮢀	cnoe
2E881	𮢁	csup
2E882	𮢂	cmoe
2E883	𮢃	cymr
2E884	𮢄	csjl
2E885	𮢅	cdd
2E886	𮢆	caht
2E887	𮢇	crvd
2E888	𮢈	ctkc
2E889	𮢉	cwyg
2E88A	𮢊	cuoi
2E88A	𮢊	cuol
2E88B	𮢋	clwt
2E88C	𮢌	chrj
2E88D	𮢍	cohr
2E88E	𮢎	ckcn
2E88E	𮢎	ckdn
2E88F	𮢏	chrn
2E890	𮢐	cyq
2E891	𮢑	ciss
2E891	𮢑	cmss
2E891	𮢑	qhss
2E892	𮢒	hkc
2E893	𮢓	cysk
2E894	𮢔	ciyg
2E895	𮢕	cykl
2E896	𮢖	cjqk
2E897	𮢗	eec
2E897	𮢗	ekc
2E898	𮢘	cilo
2E899	𮢙	cmmk
2E89A	𮢚	cfbd
2E89B	𮢛	cnws
2E89C	𮢜	cjir
2E89D	𮢝	mhc
2E89E	𮢞	ctmo
2E89F	𮢟	cwlm
2E8A0	𮢠	cwpp
2E8A1	𮢡	chaa
2E8A2	𮢢	cheq
2E8A3	𮢣	cyta
2E8A4	𮢤	cehr
2E8A5	𮢥	cyue
2E8A6	𮢦	cnob
2E8A7	𮢧	cebc
2E8A8	𮢨	cjig
2E8A9	𮢩	cmue
2E8AA	𮢪	cbun
2E8AB	𮢫	cthb
2E8AB	𮢫	ctmb
2E8AC	𮢬	cpmr
2E8AD	𮢭	cytt
2E8AD	𮢭	cyyj
2E8AE	𮢮	ctqb
2E8AF	𮢯	ciop
2E8AF	𮢯	cmop
2E8B0	𮢰	cjce
2E8B0	𮢰	cjck
2E8B1	𮢱	cylq
2E8B2	𮢲	cikw
2E8B3	𮢳	nvc
2E8B4	𮢴	ctcr
2E8B5	𮢵	cgco
2E8B6	𮢶	sec
2E8B7	𮢷	cjpr
2E8B8	𮢸	ykc
2E8B9	𮢹	cypn
2E8BA	𮢺	ckhc
2E8BB	𮢻	cbof
2E8BC	𮢼	ccct
2E8BD	𮢽	ctbi
2E8BE	𮢾	cjim
2E8BF	𮢿	cyia
2E8C0	𮣀	chsb
2E8C0	𮣀	cisb
2E8C0	𮣀	cmsb
2E8C1	𮣁	cymu
2E8C2	𮣂	tkc
2E8C3	𮣃	cyji
2E8C4	𮣄	huc
2E8C5	𮣅	cnoc
2E8C6	𮣆	cotb
2E8C7	𮣇	cqrj
2E8C8	𮣈	cnbe
2E8C9	𮣉	cjjc
2E8CA	𮣊	cytc
2E8CB	𮣋	ehc
2E8CC	𮣌	csfv
2E8CD	𮣍	cvvc
2E8CE	𮣎	csmp
2E8CF	𮣏	ciod
2E8D0	𮣐	cycv
2E8D1	𮣑	cgri
2E8D2	𮣒	cwmi
2E8D3	𮣓	cwli
2E8D4	𮣔	ctkn
2E8D5	𮣕	chua
2E8D6	𮣖	cfqr
2E8D7	𮣗	clik
2E8D8	𮣘	cixf
2E8D9	𮣙	cmdm
2E8DA	𮣚	chok
2E8DB	𮣛	cogb
2E8DC	𮣜	chob
2E8DD	𮣝	ctof
2E8DE	𮣞	cmrg
2E8DF	𮣟	cmmm
2E8E0	𮣠	cdoc
2E8E0	𮣠	cjoc
2E8E1	𮣡	tsec
2E8E2	𮣢	ctob
2E8E3	𮣣	jbc
2E8E4	𮣤	ciof
2E8E4	𮣤	cmof
2E8E5	𮣥	crmr
2E8E6	𮣦	crrr
2E8E7	𮣧	coid
2E8E7	𮣧	cosd
2E8E8	𮣨	cjcv
2E8E9	𮣩	vfc
2E8EA	𮣪	clpc
2E8EB	𮣫	cjtr
2E8EC	𮣬	chtl
2E8ED	𮣭	cyvp
2E8EE	𮣮	cybg
2E8EF	𮣯	clvc
2E8F0	𮣰	cbce
2E8F1	𮣱	cipp
2E8F2	𮣲	opm
2E8F3	𮣳	opki
2E8F4	𮣴	opnkm
2E8F4	𮣴	opnkv
2E8F5	𮣵	opeee
2E8F6	𮣶	opypp
2E8F7	𮣷	opypo
2E8F8	𮣸	siei
2E8F9	𮣹	sike
2E8FA	𮣺	siik
2E8FB	𮣻	llsmv
2E8FC	𮣼	sikms
2E8FD	𮣽	siciu
2E8FE	𮣾	sinbg
2E8FE	𮣾	sinbq
2E8FF	𮣿	siogb
2E900	𮤀	sitys
2E901	𮤁	silmy
2E902	𮤂	siybs
2E903	𮤃	simwf
2E904	𮤄	siwvf
2E905	𮤅	sitav
2E906	𮤆	siuce
2E907	𮤇	gan
2E908	𮤈	anmvu
2E909	𮤉	anno
2E90A	𮤊	anbbm
2E90A	𮤊	anbt
2E90B	𮤋	anlbk
2E90C	𮤌	anhvo
2E90D	𮤍	anir
2E90E	𮤎	anfmu
2E90F	𮤏	anem
2E910	𮤐	anqje
2E911	𮤑	anqje
2E912	𮤒	anqmb
2E913	𮤓	yhan
2E914	𮤔	anacc
2E914	𮤔	anaio
2E915	𮤕	antau
2E916	𮤖	anysk
2E917	𮤗	anmwg
2E918	𮤘	antmv
2E919	𮤙	antjr
2E91A	𮤚	anvik
2E91B	𮤛	annkw
2E91C	𮤜	anmje
2E91C	𮤜	annje
2E91D	𮤝	angge
2E91E	𮤞	anifs
2E91E	𮤞	anmfs
2E91F	𮤟	anmtl
2E920	𮤠	anhnd
2E921	𮤡	ansma
2E922	𮤢	anggv
2E923	𮤣	anogd
2E924	𮤤	anhuj
2E925	𮤥	aneba
2E926	𮤦	anhbk
2E927	𮤧	ancoi
2E927	𮤧	ancol
2E928	𮤨	anykj
2E929	𮤩	anmpc
2E92A	𮤪	anmwg
2E92B	𮤫	lsmn
2E92C	𮤬	lsg
2E92D	𮤭	lsf
2E92E	𮤮	mklis
2E92F	𮤯	lsob
2E930	𮤰	lsfh
2E931	𮤱	lslmp
2E932	𮤲	lsph
2E933	𮤳	lsem
2E934	𮤴	ltmdm
2E935	𮤵	lshog
2E936	𮤶	lsjcm
2E937	𮤷	lsetc
2E938	𮤸	lswgf
2E939	𮤹	nlhp
2E93A	𮤺	nlpsh
2E93B	𮤻	nlfh
2E93C	𮤼	nlslb
2E93D	𮤽	nlyt
2E93E	𮤾	nlii
2E93F	𮤿	nlksr
2E940	𮥀	nlmna
2E941	𮥁	nlgr
2E942	𮥂	nlgdi
2E943	𮥃	hrheq
2E944	𮥄	nlpa
2E945	𮥅	nlyuk
2E946	𮥆	nlmso
2E947	𮥇	nlswl
2E948	𮥈	nlamj
2E949	𮥉	nlhdn
2E94A	𮥊	nlnau
2E94B	𮥋	nlnkm
2E94B	𮥋	nlnkv
2E94C	𮥌	nrmy
2E94D	𮥍	nlapp
2E94E	𮥎	nlbui
2E94F	𮥏	nlosi
2E950	𮥐	nlff
2E951	𮥑	nlfp
2E952	𮥒	nlbjj
2E953	𮥓	nlnom
2E954	𮥔	nlmca
2E955	𮥕	nlibi
2E956	𮥖	nlrwu
2E957	𮥗	nltod
2E958	𮥘	nluie
2E959	𮥙	nlhlv
2E95A	𮥚	nlsmp
2E95B	𮥛	nlstr
2E95C	𮥜	hjqmc
2E95D	𮥝	nlawe
2E95E	𮥞	nloic
2E95F	𮥟	nlhnd
2E960	𮥠	nbop
2E961	𮥡	nlmbi
2E962	𮥢	nlogd
2E963	𮥣	nltgr
2E963	𮥣	nlttr
2E964	𮥤	nlytg
2E965	𮥥	nlwlv
2E966	𮥦	nlwli
2E967	𮥧	nlaws
2E968	𮥨	nlhdn
2E969	𮥩	nloci
2E96A	𮥪	nldll
2E96B	𮥫	nlmbd
2E96C	𮥬	nlocd
2E96D	𮥭	nlhul
2E96E	𮥮	nlnbe
2E96F	𮥯	nlmrr
2E970	𮥰	nlydu
2E971	𮥱	nlyxf
2E972	𮥲	nlybk
2E973	𮥳	nlbci
2E974	𮥴	jle
2E975	𮥵	yfle
2E976	𮥶	okog
2E977	𮥷	ykog
2E978	𮥸	ognhs
2E979	𮥹	jfog
2E97A	𮥺	ogso
2E97B	𮥻	spog
2E97C	𮥼	ogbcr
2E97D	𮥽	kuog
2E97E	𮥾	bbog
2E97F	𮥿	yrrg
2E980	𮦀	ydog
2E981	𮦁	mgmjs
2E982	𮦂	odogd
2E983	𮦃	tgog
2E984	𮦄	mlbf
2E985	𮦅	mblis
2E986	𮦆	mlbo
2E987	𮦇	mkmeb
2E987	𮦇	mkmlb
2E988	𮦈	mbob
2E989	𮦉	mbf
2E98A	𮦊	mbmmr
2E98B	𮦋	mbbu
2E98C	𮦌	mbyr
2E98D	𮦍	mbnil
2E98E	𮦎	mbofj
2E98F	𮦏	mbeyv
2E990	𮦐	mbgd
2E991	𮦑	mbrb
2E992	𮦒	mbbuc
2E993	𮦓	mbobu
2E994	𮦔	mbmpm
2E995	𮦕	mbdoo
2E996	𮦖	mbmii
2E997	𮦗	mban
2E998	𮦘	mbhpa
2E999	𮦙	mbojk
2E99A	𮦚	mbjmi
2E99B	𮦛	mbeie
2E99C	𮦜	mbmgi
2E99C	𮦜	mbmgl
2E99D	𮦝	mbtkr
2E99E	𮦞	mwau
2E99F	𮦟	mbwf
2E9A0	𮦠	mbajd
2E9A1	𮦡	mbbou
2E9A2	𮦢	mbytk
2E9A3	𮦣	mbehr
2E9A4	𮦤	mbmge
2E9A5	𮦥	mbing
2E9A6	𮦦	mbkhg
2E9A7	𮦧	mbeng
2E9A8	𮦨	mbeko
2E9A9	𮦩	mbemv
2E9AA	𮦪	mbews
2E9AB	𮦫	mbeib
2E9AC	𮦬	mbeak
2E9AD	𮦭	mbwlc
2E9AE	𮦮	fkmeb
2E9AE	𮦮	fkmlb
2E9AF	𮦯	mwuau
2E9B0	𮦰	mwll
2E9B1	𮦱	mgcms
2E9B2	𮦲	mbenk
2E9B3	𮦳	mwsmv
2E9B4	𮦴	mbete
2E9B5	𮦵	mbemi
2E9B6	𮦶	mbeau
2E9B7	𮦷	mbmdm
2E9B8	𮦸	membi
2E9B9	𮦹	mbetc
2E9BA	𮦺	mbedh
2E9BB	𮦻	srmbg
2E9BC	𮦼	mbetf
2E9BD	𮦽	mbetv
2E9BE	𮦾	mbsjb
2E9BF	𮦿	mbeyg
2E9C0	𮧀	miymu
2E9C1	𮧁	mbeyp
2E9C2	𮧂	mbenf
2E9C3	𮧃	qbrms
2E9C4	𮧄	lymmi
2E9C5	𮧅	lyw
2E9C6	𮧆	lylbk
2E9C7	𮧇	jilmy
2E9C8	𮧈	hytlk
2E9C9	𮧉	mwmy
2E9CA	𮧊	mwbm
2E9CB	𮧋	uumwl
2E9CC	𮧌	goow
2E9CD	𮧍	mwsql
2E9CE	𮧎	mbmwl
2E9CF	𮧏	aomwr
2E9D0	𮧐	mwqmc
2E9D1	𮧑	mwgbt
2E9D2	𮧒	pomwl
2E9D3	𮧓	trj
2E9D4	𮧔	tjhk
2E9D5	𮧕	tjhqo
2E9D6	𮧖	tjodi
2E9D7	𮧗	intlj
2E9D8	𮧘	tjmhn
2E9D9	𮧙	tjyvo
2E9DA	𮧚	tjwls
2E9DB	𮧛	tjlst
2E9DC	𮧜	tjyit
2E9DD	𮧝	tjytj
2E9DE	𮧞	tjqmb
2E9DF	𮧟	tjokb
2E9E0	𮧠	tjahl
2E9E1	𮧡	tjyta
2E9E2	𮧢	tjirp
2E9E3	𮧣	tjhye
2E9E4	𮧤	lotje
2E9E5	𮧥	tjstv
2E9E6	𮧦	tjgrr
2E9E7	𮧧	tjtlm
2E9E8	𮧨	tjonq
2E9E9	𮧩	tjyub
2E9EA	𮧪	tjrrs
2E9EB	𮧫	tjotb
2E9EC	𮧬	tjtbh
2E9ED	𮧭	tjomf
2E9EE	𮧮	dmrmb
2E9EF	𮧯	dmrlb
2E9F0	𮧰	lrmvj
2E9F1	𮧱	dqhjd
2E9F2	𮧲	dqbla
2E9F3	𮧳	dqotb
2E9F4	𮧴	qspo
2E9F5	𮧵	qsopj
2E9F6	𮧶	mdyta
2E9F7	𮧷	yasu
2E9F8	𮧸	yadhe
2E9F9	𮧹	jpyta
2E9FA	𮧺	hryta
2E9FB	𮧻	yaikp
2E9FC	𮧼	jcyta
2E9FD	𮧽	yaoge
2E9FE	𮧾	yatmc
2E9FF	𮧿	hfpya
2EA00	𮨀	mimbc
2EA01	𮨁	yvmbc
2EA02	𮨂	ykmbc
2EA03	𮨃	wombc
2EA04	𮨄	rembc
2EA05	𮨅	hnmbc
2EA06	𮨆	ommbc
2EA07	𮨇	mimbc
2EA08	𮨈	llsc
2EA09	𮨉	ygmbc
2EA0A	𮨊	dnmbc
2EA0B	𮨋	ugmbc
2EA0C	𮨌	nambc
2EA0D	𮨍	pdmbc
2EA0E	𮨎	knmbc
2EA0F	𮨏	fbmbc
2EA10	𮨐	rembc
2EA11	𮨑	bvmbc
2EA12	𮨒	brmbc
2EA13	𮨓	odmbc
2EA14	𮨔	fnmbc
2EA15	𮨕	dfmbc
2EA16	𮨖	yvmbc
2EA17	𮨗	jsmbc
2EA18	𮨘	rrmcr
2EA19	𮨙	ufmbc
2EA1A	𮨚	bxmbc
2EA1B	𮨛	yvmbc
2EA1C	𮨜	ytmbc
2EA1D	𮨝	emmbc
2EA1E	𮨞	npmbc
2EA1F	𮨟	ffmbc
2EA20	𮨠	hcmbc
2EA21	𮨡	ewmbc
2EA22	𮨢	gcmbc
2EA23	𮨣	hbmbc
2EA24	𮨤	tfmbc
2EA25	𮨥	jpmbc
2EA26	𮨦	hno
2EA27	𮨧	hnmg
2EA28	𮨨	oihni
2EA28	𮨨	olhni
2EA29	𮨩	hnlmi
2EA2A	𮨪	hnjv
2EA2B	𮨫	hnyvo
2EA2C	𮨬	hnytj
2EA2D	𮨭	hndd
2EA2E	𮨮	hnaa
2EA2F	𮨯	hnjnu
2EA30	𮨰	hnjbc
2EA30	𮨰	hnpbc
2EA31	𮨱	hnnoi
2EA32	𮨲	hngte
2EA33	𮨳	hnhlx
2EA34	𮨴	ddhnk
2EA35	𮨵	hnsmh
2EA36	𮨶	nogi
2EA37	𮨷	oim
2EA37	𮨷	osm
2EA38	𮨸	oicl
2EA38	𮨸	oscl
2EA39	𮨹	oiih
2EA39	𮨹	osih
2EA3A	𮨺	oiwr
2EA3A	𮨺	oswr
2EA3B	𮨻	oijp
2EA3B	𮨻	osjp
2EA3C	𮨼	oiuku
2EA3C	𮨼	osuku
2EA3D	𮨽	tciav
2EA3E	𮨾	oijte
2EA3E	𮨾	osjte
2EA3F	𮨿	oittm
2EA3F	𮨿	osttm
2EA40	𮩀	oiysk
2EA40	𮩀	osysk
2EA41	𮩁	oibla
2EA41	𮩁	osbla
2EA42	𮩂	oimrc
2EA42	𮩂	osmrc
2EA43	𮩃	oiprf
2EA43	𮩃	osprf
2EA44	𮩄	hnoiv
2EA45	𮩅	oiomk
2EA45	𮩅	osomk
2EA46	𮩆	oslsk
2EA46	𮩆	ovlsk
2EA47	𮩇	oiytd
2EA47	𮩇	osytd
2EA48	𮩈	oitnm
2EA48	𮩈	ostnm
2EA49	𮩉	oirbc
2EA49	𮩉	osrbc
2EA4A	𮩊	oitgk
2EA4A	𮩊	ostgk
2EA4B	𮩋	oijie
2EA4B	𮩋	osjie
2EA4C	𮩌	oiseg
2EA4C	𮩌	osseg
2EA4D	𮩍	oidoe
2EA4D	𮩍	oidon
2EA4D	𮩍	oijoe
2EA4D	𮩍	oijon
2EA4D	𮩍	osdoe
2EA4D	𮩍	osdon
2EA4D	𮩍	osjoe
2EA4D	𮩍	osjon
2EA4E	𮩎	oimhk
2EA4E	𮩎	osmhk
2EA4F	𮩏	oijff
2EA4F	𮩏	osjff
